what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662442681
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300662446050
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1300662447381
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1300662447905
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1300662448168
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1300662448435
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300662448886
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662451649
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662461330
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300662461341
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300662462740
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300662463537
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1300662471905
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300662473514
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300662484600
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1300662489376
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662493893
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662494930
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300662496200
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662537674
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662537772
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300662543601
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662550945
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662551075
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662551168
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662554787
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662554966
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662577603
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300662581268
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662587383
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300662589171
