what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1300682608155
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682609505
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682611130
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682619046
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682622343
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300682622364
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1300682626646
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682631500
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682638975
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1300682640196
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682641966
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682649218
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1300682650736
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682662775
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682680116
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300682681794
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1300682682950
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300682686788
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300682687890
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682700209
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682704595
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682705401
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682706536
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1300682708833
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300682710243
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1300682712361
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682724665
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682802549
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300682802701
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682810344
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682825213
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300682827477
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1300682833019
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682844433
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300682845626
