what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693302155
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693328153
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693333653
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693334975
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693343068
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693344279
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300693358733
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1300693365537
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300693366098
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693366579
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693461150
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693467963
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693467967
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693468106
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693593224
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1300693600689
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1300693601748
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300693602007
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300693602099
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1300693603178
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300693603689
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300693614094
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300693615862
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1300693628143
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300693628633
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300693631132
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300693634491
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693643121
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693645087
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693651750
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693653677
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693797976
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693799078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693799348
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693801737
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693802216
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693802220
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693802324
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693879456
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693890586
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300693890743
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300693931597
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300693931778
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300693931933
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300693932091
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300693932253
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300693932446
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1300694146633
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1300694146779
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1300694146957
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300694152317
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300694153274
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300694201985
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300694241075
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300694342556
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300694342706
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300694342865
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300694369863
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694543705
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694556311
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694563859
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694564025
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1300694616377
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300694630535
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300694630847
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.format",1300694632864
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300694636256
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300694638303
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1300694641638
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1300694642113
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300694643216
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1300694644851
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300694645428
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1300694646302
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300694648966
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1300694654767
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694730040
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694751366
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1300694760932
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694769858
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694771156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694789405
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694797222
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694798026
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694804567
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1300694833282
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300694835322
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300694846117
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694847963
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300694965121
