what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1300781040268
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781056489
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781069368
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781072960
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781092608
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300781094445
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300781134772
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300781134896
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300781135061
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1300781135475
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781146250
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781147204
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781147413
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781147420
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781147503
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781296289
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781303278
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781306115
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781307822
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781319204
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781324209
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781324441
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781324741
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781325098
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781325803
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781326924
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781329887
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781330515
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1300781332001
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781333508
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781337393
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1300781339401
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781339922
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781352124
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781358749
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781375409
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781377020
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781379969
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781407675
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781426463
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781437302
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1300781460603
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300781461607
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1300781462380
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300781482959
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781511589
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300781512769
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300781525716
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300781535196
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781539442
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781539712
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1300781540094
